name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr,score_acne_prone,acne_prone_effect,acne_prone_reason_tr
Decylene Glycol,decyleneglycol,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,71,Humectant,Nemlendirici,"decylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"decylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissi",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dehydroacetic Acid,dehydroaceticacid,0,0,0,0,0,0,0,,,top1000,366,Preservative,Koruyucu (Nazik),"dehydroacetic acid, modern ve daha nazik koruyucu; formülasyonu bakteri ve küf oluşumundan koruyarak ürün güvenliğini sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dehydroxanthan Gum,dehydroxanthangum,0,0,0,0,0,0,0,,,top1000,27,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"dehydroxanthan gum, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Denatonium Benzoate,denatoniumbenzoate,0,0,0,0,0,0,0,,,top1000,37,Skincare Ingredient,Cilt Bakım Bileşeni,"denatonium benzoate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dextrin,dextrin,0,0,0,0,0,0,0,,,top1000,27,Skincare Ingredient,Cilt Bakım Bileşeni,"dextrin, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Diazolidinyl Urea,diazolidinylurea,1,0,0,0,0,0,0,,,top1000,86,Skincare Ingredient,Cilt Bakım Bileşeni,"diazolidinyl urea, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dibutyl Adipate,dibutyladipate,1,0,0,0,0,0,0,Texture,,manual_v2,0,Emollient,Yumuşatıcı Ester,"Hafif yapılı yumuşatıcı diester; ciltte yağsız ve kuru bir his bırakır, güneş koruyucu filtrelerini çözerek formülasyonun cilde düzgün yayılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dicaprylyl Carbonate,dicaprylylcarbonate,1,0,0,0,0,0,0,,,top1000,289,Skincare Ingredient,Cilt Bakım Bileşeni,"dicaprylyl carbonate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dicaprylyl Ether,dicaprylylether,0,0,0,0,0,0,0,,,top1000,232,Skincare Ingredient,Cilt Bakım Bileşeni,"dicaprylyl ether, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Diethylamino Hydroxybenzoyl Hexyl Benzoate,diethylaminohydroxybenzoylhexylbenzoate,0,0,0,0,0,0,0,,,top1000,174,Skincare Ingredient,Cilt Bakım Bileşeni,"diethylamino hydroxybenzoyl hexyl benzoate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Diethylhexyl Butamido Triazone,diethylhexylbutamidotriazone,0,0,0,0,0,0,0,,,top1000,85,Skincare Ingredient,Cilt Bakım Bileşeni,"diethylhexyl butamido triazone, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Diethylhexyl Syringylidenemalonate,diethylhexylsyringylidenemalonate,0,0,0,0,0,0,0,,,manual_v2,0,Antioxidant,Antioksidan / UV Stabilizatör,"Sentetik antioksidan; formülasyondaki aktif bileşenleri ve yağları UV kaynaklı oksidasyona karşı korur, güneş koruyucu formülasyonların stabilitesini artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Diisopropyl Adipate,diisopropyladipate,1,0,0,0,0,0,0,Texture,,top1000,46,Emollient,Yumuşatıcı Ester,"diisopropyl adipate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Diisopropyl Sebacate,diisopropylsebacate,1,0,0,0,0,0,0,Texture,,top1000,54,Emollient,Yumuşatıcı Ester,"diisopropyl sebacate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Diisostearyl Malate,diisostearylmalate,1,0,0,0,0,0,0,Texture,,top1000,37,Emollient,Yumuşatıcı Ester,"diisostearyl malate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dimethicone,dimethicone,2,0,0,1,1,0,0,Dry and dehydrated skin|Texture|Anyone,,manual_v2,1925,Silicone,Silikon,"Ciltte ipeksi koruyucu bir tabaka oluşturan silikon; nem kaybını önler, pürüzsüz bir yüzey sağlar, diğer bileşenlerin tahriş potansiyelini azaltır ve makyaj altı baz olarak ideal çalışır.",beneficial,"Ciltte ipeksi koruyucu bir tabaka oluşturan silikon; nem kaybını önler, pürüzsüz bir yüzey sağlar, diğer bileşenlerin ta",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dimethicone Crosspolymer,dimethiconecrosspolymer,1,0,0,0,0,0,0,Texture,,top1000,68,Silicone,Silikon,"dimethicone crosspolymer, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dimethicone/Vinyl Dimethicone Crosspolymer,dimethiconevinyldimethiconecrosspolymer,1,0,0,0,0,0,0,Texture,,top1000,49,Silicone,Silikon,"dimethicone/vinyl dimethicone crosspolymer, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dimethiconol,dimethiconol,1,0,0,0,0,0,0,Texture,,top1000,451,Silicone,Silikon,"dimethiconol, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dimethyl Isosorbide,dimethylisosorbide,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Penetrasyon Artırıcı,Mısır şekerinden elde edilen bitkisel çözücü; aktif bileşenlerin (özellikle niacinamide ve salicylic acid gibi) cildin derin katmanlarına daha etkili penetrasyonunu sağlar.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dipalmitoylethyl Hydroxyethylmonium Methosulfate,dipalmitoylethylhydroxyethylmoniummethosulfate,0,0,0,0,0,2,0,,,top1000,32,Skincare Ingredient,Cilt Bakım Bileşeni,"dipalmitoylethyl hydroxyethylmonium methosulfate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Yaşlanma karşıtı faydalı bileşen,neutral,,,,
Dipotassium Glycyrrhizate,dipotassiumglycyrrhizate,0,0,0,0,0,0,0,,,top1000,49,Mineral,Mineral,"dipotassium glycyrrhizate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dipotassium Phosphate,dipotassiumphosphate,0,0,0,0,0,0,0,,,top1000,42,Mineral,Mineral,"dipotassium phosphate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dipropylene Glycol,dipropyleneglycol,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,291,Humectant,Nemlendirici,"dipropylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"dipropylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hi",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Cocoamphodiacetate,disodiumcocoamphodiacetate,0,0,0,0,1,0,0,Anyone,,manual_v2,0,Surfactant,Yüzey Aktif Madde (Çok Nazik),"Hindistancevizi yağından elde edilen amfoterik temizleyici; en nazik yüzey aktif maddelerden biri olup bebek şampuanlarında bile kullanılır, göz yakmaz formül özelliği taşır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Cocoyl Glutamate,disodiumcocoylglutamate,0,0,0,0,0,0,0,Anyone,,top1000,149,Surfactant,Yüzey Aktif Madde (Nazik),"disodium cocoyl glutamate, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Edta,disodiumedta,0,0,0,0,0,0,0,,,top1000,1763,Skincare Ingredient,Şelatör,"disodium edta, metal iyonlarını bağlayarak formülasyonun stabilitesini koruyan şelatlama ajanı; ürünün renk, koku ve etkinlik kaybını önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Laureth Sulfosuccinate,disodiumlaurethsulfosuccinate,0,0,0,0,0,0,0,Anyone,,top1000,122,Surfactant,Yüzey Aktif Madde (Nazik),"disodium laureth sulfosuccinate, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Lauryl Sulfosuccinate,disodiumlaurylsulfosuccinate,1,0,0,0,0,0,0,Texture,,top1000,51,Emollient,Yumuşatıcı Ester,"disodium lauryl sulfosuccinate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Phosphate,disodiumphosphate,0,0,0,0,0,0,0,,,top1000,169,Skincare Ingredient,Cilt Bakım Bileşeni,"disodium phosphate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Pyrophosphate,disodiumpyrophosphate,0,0,0,0,0,0,0,,,top1000,66,Skincare Ingredient,Cilt Bakım Bileşeni,"disodium pyrophosphate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disodium Stearoyl Glutamate,disodiumstearoylglutamate,0,0,0,0,0,0,0,,,top1000,74,Skincare Ingredient,Cilt Bakım Bileşeni,"disodium stearoyl glutamate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Distarch Phosphate,distarchphosphate,0,0,0,0,0,0,0,,,top1000,52,Skincare Ingredient,Cilt Bakım Bileşeni,"distarch phosphate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Disteardimonium Hectorite,disteardimoniumhectorite,0,0,0,0,0,0,0,,,top1000,311,Skincare Ingredient,Cilt Bakım Bileşeni,"disteardimonium hectorite, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Distearyldimonium Chloride,distearyldimoniumchloride,0,0,0,0,0,0,0,,,top1000,48,Skincare Ingredient,Cilt Bakım Bileşeni,"distearyldimonium chloride, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Dmdm Hydantoin,dmdmhydantoin,0,0,0,0,-1,0,-1,,Sensitive|Pregnancy,top1000,222,Preservative,Koruyucu,"dmdm hydantoin, formülasyonu mikrobiyal kontaminasyondan koruyan koruyucu madde; ürünün güvenli raf ömrünü sağlar.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın",,,
Drometrizole Trisiloxane,drometrizoletrisiloxane,1,0,0,0,0,0,0,Texture,,top1000,47,Silicone,Silikon,"drometrizole trisiloxane, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
EDTA,edta,0,0,0,0,0,0,0,,,manual_v2,124,Skincare Ingredient,Şelatör,"Metal iyonlarını bağlayarak formülasyonun stabilitesini koruyan şelatlama ajanı; ürünün rengini, kokusunu ve etkinliğini olumsuz etkileyen metal kontaminasyonunu önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Eau),eau,0,0,0,0,0,0,0,,,top1000,126,Skincare Ingredient,Cilt Bakım Bileşeni,"eau), kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ectoin,ectoin,2,0,1,1,2,2,0,Dry and dehydrated skin|Redness|Impaired skin barrier|Fine Lines,,manual_v2,0,Skincare Ingredient,Hücre Koruyucu,"Ekstremofil bakterilerden elde edilen doğal stres koruyucu molekül; hücreleri UV hasarı, kirlilik ve dehidrasyona karşı korur, cildin bağışıklık sistemini destekler ve inflamasyonu azaltır.",beneficial,"Ekstremofil bakterilerden elde edilen doğal stres koruyucu molekül; hücreleri UV hasarı, kirlilik ve dehidrasyona karşı ",neutral,,neutral,,neutral,,beneficial,"Ekstremofil bakterilerden elde edilen doğal stres koruyucu molekül; hücreleri UV hasarı, kirlilik ve dehidrasyona karşı ",beneficial,"Ekstremofil bakterilerden elde edilen doğal stres koruyucu molekül; hücreleri UV hasarı, kirlilik ve dehidrasyona karşı ",neutral,,,,
Equisetum Arvense Extract,equisetumarvenseextract,1,0,0,0,0,0,0,,,top1000,27,Botanical Extract,Bitkisel Ekstrakt,"equisetum arvense extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Eryngium Maritimum Extract,eryngiummaritimumextract,0,0,0,0,0,3,0,Fine Lines|Wrinkles|Elasticity,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Deniz Çiğdemi),"Kıyı şeridinde yetişen deniz çiğdemi bitkisinden elde edilen ekstrakt; cildin kök hücrelerini koruyarak yaşlanma sürecini yavaşlatır, cilt yenilenmesini destekler ve elastikiyeti artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Kıyı şeridinde yetişen deniz çiğdemi bitkisinden elde edilen ekstrakt; cildin kök hücrelerini koruyarak yaşlanma sürecin,neutral,,,,
Erythritol,erythritol,0,0,0,0,0,0,0,,,top1000,32,Skincare Ingredient,Cilt Bakım Bileşeni,"erythritol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ethanolamine,ethanolamine,-2,0,0,0,-2,0,0,,,top1000,69,Skincare Ingredient,Cilt Bakım Bileşeni,"ethanolamine, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",neutral,,neutral,,neutral,,caution,Hassas ciltte tahriş ve kızarıklık yapabilir,neutral,,neutral,,,,
Ethoxydiglycol,ethoxydiglycol,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,27,Humectant,Nemlendirici,"ethoxydiglycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"ethoxydiglycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissin",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ethyl Acetate,ethylacetate,0,0,0,0,0,0,0,,,top1000,77,Skincare Ingredient,Cilt Bakım Bileşeni,"ethyl acetate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ethylated Ascorbic Acid,ethylatedascorbicacid,1,1,1,1,1,2,0,Pigmentation|Radiance|Fine Lines,,manual_v2,0,Vitamin C,C Vitamini (Etillenmiş),"C vitamininin hem yağda hem suda çözünür stabil türevi; doğrudan aktif form olarak çalışır, hızlı aydınlatma ve antioksidan etki sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"C vitamininin hem yağda hem suda çözünür stabil türevi; doğrudan aktif form olarak çalışır, hızlı aydınlatma ve antioksi",neutral,,,,
Ethylhexyl Cocoate,ethylhexylcocoate,0,0,0,0,0,0,0,,,top1000,31,Skincare Ingredient,Cilt Bakım Bileşeni,"ethylhexyl cocoate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ethylhexyl Methoxycinnamate,ethylhexylmethoxycinnamate,0,0,0,0,-1,0,-1,UV Protection,Sensitive|Pregnancy,manual_v2,275,Sunscreen Agent,Kimyasal Güneş Filtresi (Octinoxate),"Yaygın kullanılan kimyasal UVB filtresi; UV ışınlarını emerek ısıya dönüştürür, ancak hormonal etkileşim endişeleri ve hassas ciltlerde tahriş riski nedeniyle tartışmalı bir bileşendir.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın",,,
Ethylhexyl Palmitate,ethylhexylpalmitate,1,0,0,0,0,0,0,Texture,,top1000,213,Emollient,Yumuşatıcı Ester,"ethylhexyl palmitate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ethylhexyl Salicylate,ethylhexylsalicylate,0,0,0,0,0,0,-1,,,top1000,409,Skincare Ingredient,Cilt Bakım Bileşeni,"ethylhexyl salicylate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,caution,"Hamilelikte önerilmez, doktorunuza danışın",,,
Ethylhexyl Stearate,ethylhexylstearate,1,0,0,0,0,0,0,Texture,,top1000,168,Emollient,Yumuşatıcı Ester,"ethylhexyl stearate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ethylhexyl Sulfur,ethylhexylsulfur,-1,2,1,0,-1,0,0,Acne|Oily,Sensitive|Dry Dehydrated,manual_v2,0,Skincare Ingredient,Antimikrobiyal (Kükürt Türevi),"Organik kükürt bileşeni; antibakteriyel ve antifungal özellikler taşır, akne tedavisinde yağ üretimini dengelemeye yardımcı olur ve cilt yüzeyindeki bakteriyel aktiviteyi azaltır.",caution,Kurutucu etki yapabilir,beneficial,"Organik kükürt bileşeni; antibakteriyel ve antifungal özellikler taşır, akne tedavisinde yağ üretimini dengelemeye yardı",neutral,,neutral,,caution,Hassas ciltte tahriş yapabilir,neutral,,neutral,,,,
