name,name_normalized,short_description,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,dry_reason_en,oily_effect,oily_reason_tr,oily_reason_en,combination_effect,combination_reason_tr,combination_reason_en,normal_effect,normal_reason_tr,normal_reason_en,sensitive_effect,sensitive_reason_tr,sensitive_reason_en,mature_effect,mature_reason_tr,mature_reason_en,pregnancy_safe_effect,pregnancy_safe_reason_tr,pregnancy_safe_reason_en
Anti-Ageing Peptides,antiageingpeptides,"Many peptides function as anti-ageing ingredients in skincare, due to their ability to fit specific receptors in the body to trigger anti-ageing responses. This includes mechanisms like collagen production, cell regeneration or even blocking muscle contractions to smooth expression lines.

Peptides are a class of ingredients also found on ingredients lists as acetyl hexapeptide, acetyl tetrapeptide, acetylarginyltryptophyl diphenylglycine, arginine/lysine polypeptide, azelaoyl bis-dipeptide, copper heptapeptide-14 pantothenate, dipeptide, dipeptide diaminobutyroyl benzylamide diacetate, ferric hexapeptide, heptapeptide-15, palmitate, myristol hexapeptide, myristol pentapeptide, myristoyl nonapeptide, myristoyl pentapeptide, oligopeptide, palmitoyl  tripeptide, palmitoyl decapeptide, palmitoyl heptapeptide, palmitoyl hexapeptide, palmitoyl nonapeptide, palmitoyl oligopeptide, palmitoyl pentapeptide, palmitoyl tetrapeptide, palmitoyl tripeptide, palmitoyl tetrapeptide, pentapeptide, sh-oligopeptide, tetrapeptide and copper palmitoyl heptapeptide. 
 ",0.0,0.0,0.0,0.0,0.0,5.0,0.0,Elasticity|Fine Lines|Wrinkles,,original,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Apple Extract,appleextract,"Apple extract, also known as pyrus malus extract, is used in cosmetics for its antioxidant abilities, as it is very high in polyphenols. This means it is able to help protect the skin from free radical damage, one of the largest external factors which contributes to ageing of the skin (after UV light).",0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pregnancy,,original,1,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Apple Polyphenols,applepolyphenols,"Apple (like most plants), contains polyphenols, which are compounds with strong antioxidant properties, meaning they are able to protect skin from free radical damage.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pregnancy,,original,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Apple Stem Cells,applestemcells,"Apple stem cells, also known as malus domestica fruit cell culture extract, occur naturally within plants to help regenerate cells after stress or injury, and studies show this can encourage similar regenerating mechanisms in human skin. Apple stem cells have been shown to increase synthesis of collagen & elastin to achieve visible anti-ageing results in the skin.",0.0,0.0,0.0,0.0,0.0,5.0,1.0,Elasticity|Fine Lines|Pregnancy|Wrinkles,,original,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Aquagenium,aquagenium,"A Bioderma exclusive ingredient, which is a blend of niacinamide and apple extract, which works to stimulate the expression of aquaporins (proteins which are responsible for water transfer between cells). Aquagenium works to stimulate the movement of water in order to deliver deep hydration to the skin.",3.0,0.0,1.0,1.0,1.0,0.0,1.0,Dry and dehydrated skin|Pregnancy|Texture,,original,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Arachis hypogaea extract,arachishypogaeaextract,"Rating: Best. Categories: Skin-Soothing, Emollients, Plant Extracts",2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Arbutin,arbutin,"Arbutin, also known as alpha arbutin, can be derived from the bearberry plant, or made synthetically, and is used in skincare to lighten dark spots. It works by breaking down in the body into hydroquinone, which can inhibit tyrosinase, an enzyme responsible for producing melanin. It is one of the most well-researched actives for lightening pigmentation, with better skin tolerability vs. prescription hydroquinone.",1.0,0.0,0.0,2.0,0.0,2.0,-1.0,Pigmentation|Radiance|Pregnancy,Pregnancy,original,23,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın","Not recommended during pregnancy, consult your doctor"
Arctium lappa,arctiumlappa,"Rating: Best. Categories: Skin-Soothing, Plant Extracts, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Arctium majus,arctiummajus,"Rating: Best. Categories: Plant Extracts, Antioxidants, Skin-Soothing",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
Arctostaphylos uva ursi leaf,arctostaphylosuvaursileaf,"Rating: Best. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Argan Oil,arganoil,"Argan oil is derived from the nut of the Argan tree which grows in Morocco, it is naturally high in Vitamin E and fatty acids, which work to nourish the skin, protect the natural lipid barrier and provide antioxidant protection against free radicals.",4.0,-2.0,0.0,2.0,1.0,1.0,1.0,Dry and dehydrated skin|Radiance|Pregnancy|Texture,Oily,original,0,Oil / Lipid,Yağ / Lipit,Cildi besleyen yağ/lipit bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,May clog pores or increase oiliness,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,neutral,,,neutral,,,neutral,,
Argania spinosa,arganiaspinosa,"Rating: Best. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Argania spinosa kernel oil,arganiaspinosakerneloil,"Rating: Best. Categories: Emollients, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,44,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Arginine,arginine,"Arginine is an amino acid that can be found in food sources such as almonds and chocolate. Arginine is an essential amino acid that the body cannot produce on its own. It is often referred to as the ‘master amino acid’ and has a number of benefits to skin health.

Amino acids are a class of ingredients. They can also be found on ingredients lists as acetyl glucosamine, acetyl tyrosinamide, alanine,  arginine hcl, arginine pca, glycine, histidine, isoleucine, lysine, phenylalanine, proline, serine, taurine, threonine and valine and yeast amino acids.",3.0,0.0,1.0,1.0,1.0,2.0,1.0,Dry and dehydrated skin|Fine Lines|Pregnancy|Texture,,original,293,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Arginine HCL,argininehcl,"Arginine is an amino acid that can be found in food sources such as almonds and chocolate. Arginine is an essential amino acid that the body cannot produce on its own. It is often referred to as the ‘master amino acid’ and has a number of benefits to skin health.

Amino acids are a class of ingredients. They can also be found on ingredients lists as acetyl glucosamine, acetyl tyrosinamide, alanine,  arginine hcl, arginine pca, glycine, histidine, isoleucine, lysine, phenylalanine, proline, serine, taurine, threonine and valine and yeast amino acids.",3.0,0.0,1.0,1.0,1.0,0.0,1.0,Dry and dehydrated skin|Pregnancy|Texture,,original,11,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Arginine PCA,argininepca,"Arginine is an amino acid that can be found in food sources such as almonds and chocolate. Arginine is an essential amino acid that the body cannot produce on its own. It is often referred to as the ‘master amino acid’ and has a number of benefits to skin health.

Amino acids are a class of ingredients. They can also be found on ingredients lists as acetyl glucosamine, acetyl tyrosinamide, alanine,  arginine hcl, arginine pca, glycine, histidine, isoleucine, lysine, phenylalanine, proline, serine, taurine, threonine and valine and yeast amino acids.",3.0,0.0,1.0,1.0,1.0,0.0,1.0,Dry and dehydrated skin|Pregnancy|Texture,,original,8,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Arginine/Lysine Polypeptide,argininelysinepolypeptide,"Arginine/lysine polypeptide is a skin care ingredient that slows down aging processes in the skin and boosts regeneration.

It is in a class of ingredients also found on ingredients lists as acetyl hexapeptide, acetyl tetrapeptide, acetylarginyltryptophyl diphenylglycine, azelaoyl bis-dipeptide, copper heptapeptide-14 pantothenate, dipeptide, dipeptide diaminobutyroyl benzylamide diacetate, ferric hexapeptide, heptapeptide-15, palmitate, myristol hexapeptide, myristol pentapeptide, myristoyl nonapeptide, myristoyl pentapeptide, oligopeptide, palmitoyl  tripeptide, palmitoyl decapeptide, palmitoyl heptapeptide, palmitoyl hexapeptide, palmitoyl nonapeptide, palmitoyl oligopeptide, palmitoyl pentapeptide, palmitoyl tetrapeptide, palmitoyl tripeptide, palmitoyl tetrapeptide, pentapeptide, sh-oligopeptide, tetrapeptide and copper palmitoyl heptapeptide.",0.0,0.0,0.0,0.0,0.0,5.0,1.0,Elasticity|Fine Lines|Pregnancy|Wrinkles,,original,10,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Argireline,argireline,Rating: Good. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Artemisia absinthium extract,artemisiaabsinthiumextract,Rating: Average. Categories: Plant Extracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,5,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Artemisia vulgaris,artemisiavulgaris,Rating: Average. Categories: Plant Extracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Ascophyllum Nodosum Extract,ascophyllumnodosumextract,"Ascophyllum nodosum extract is a type of cold water brown seaweed that has antioxidant properties and serves as a texture enhancer in cosmetics. It is found along the shorelines in cold areas of the world, such as Northern Canada and Iceland.

It is in the class of Algae Extract which also include ahnfeltia concinna extract, alaria esculenta extract, algae exopolysaccharides, algin, alteromonas ferment extract, alteromonas ferment extract, asparagopsis armata extract, chlorella protothecoides, chlorella vulgaris extract, dunaliella salina (green algae) extract, hydrolyzed f-fucoidan, laminaria ochroleuca (kelp) extract, macrocystis pyrifera (kelp) extract, marine extract, padina pavonica thallus extract, parachlorella beijerinckii exopolysaccharides, plankton extract, porphyridium cruentum extract, pseudoalteromonas exopolysaccharides, tripleurospermum maritimum extract, vibrio alginolyticus ferment filtrate, chlorella protothecoides oil",2.0,0.0,0.0,0.0,1.0,4.0,1.0,Dry and dehydrated skin|Fine Lines|Pregnancy|Wrinkles,,original,42,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Ascophyllum nodosum,ascophyllumnodosum,"Rating: Good. Categories: Antioxidants, Emollients, Plant Extracts, Texture Enhancer",1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,1,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
Ascorbic Acid,ascorbicacid,"Part of the Vitamin C family of ingredients, L-ascorbic acid is Vitamin C in its purest form, and the active form required by the body to result in the many skin skin benefits of Vitamin C. The issue with L-ascorbic acid is in the delivery, as it is very unstable in water, and needs a pH 4 or below for it to penetrate the skin. That being said, when it can be stabilised in a formula and is able to penetrate the skin, it provides the highest potency of any form of Vitamin C currently available.

Vitamin C can also be found on ingredients lists as ascorbyl glucoside, ascorbyl palmitate, ethyl ascorbic acid, l-ascorbic acid, magnesium ascorbyl phosphate, sodium ascorbyl phosphate and tetrahexyldecyl ascorbate.",-2.0,0.0,0.0,2.0,-4.0,7.0,1.0,Elasticity|Fine Lines|Pigmentation|Radiance|Pregnancy|Wrinkles,Sensitive|Dry Dehydrated|Impaired skin barrier,original,317,Vitamin C,C Vitamini,Aydınlatıcı ve antioksidan C vitamini türevi,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Ascorbyl Glucoside,ascorbylglucoside,"Part of the Vitamin C family of ingredients, Ascorbyl Glucoside is a water-soluble derivative of Vitamin C. This derivative was created to provide improved stability and skin penetration vs. ascorbic acid alone. It is still unclear how well ascorbyl glucoside is converted into ascorbic acid (the active form of Vitamin C) within the body, but some of it will be lost during this conversion, making this less potent, and therefore requiring higher levels in the formulation in order to achieve great results.

Vitamin C can also be found on ingredients lists as ascorbic acid, ascorbyl palmitate, ethyl ascorbic acid, l-ascorbic acid, magnesium ascorbyl phosphate, sodium ascorbyl phosphate and tetrahexyldecyl ascorbate.",0.0,0.0,0.0,2.0,-2.0,7.0,0.0,Elasticity|Fine Lines|Pigmentation|Radiance|Wrinkles,Impaired skin barrier,original,237,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,beneficial,Genel cilt sağlığını destekler,Supports overall skin health,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Ascorbyl Palmitate,ascorbylpalmitate,"Part of the Vitamin C family of ingredients, Ascorbyl palmitate is an oil-soluble Vitamin C ester, produced by the reaction of ascorbic acid and palmitic acid. This oil-soluble form works to improve stability against oxidation (something L-ascorbic acid is notorious for), as well as improve skin affinity to allow the ingredient to penetrate further.

Vitamin C can also be found on ingredients lists as ascorbic acid, ascorbyl glucoside, ethyl ascorbic acid, l-ascorbic acid, magnesium ascorbyl phosphate, sodium ascorbyl phosphate and tetrahexyldecyl ascorbate.",-1.0,0.0,0.0,0.0,-2.0,2.0,0.0,Fine Lines,Impaired skin barrier,original,382,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
Asparagopsis Armata Extract,asparagopsisarmataextract,"asparagopsis armata extract is an extract of the red algae plant. It has antioxidant properties that protect, soothe, and hydrate the skin.

It is in the class of Algae Extract which also include ahnfeltia concinna extract, alaria esculenta extract, algae exopolysaccharides, algin, alteromonas ferment extract, alteromonas ferment extract, ascophyllum nodosum extract, chlorella protothecoides, chlorella vulgaris extract, dunaliella salina (green algae) extract, hydrolyzed f-fucoidan, laminaria ochroleuca (kelp) extract, macrocystis pyrifera (kelp) extract, and marine extract.",2.0,0.0,0.0,0.0,1.0,4.0,1.0,Dry and dehydrated skin|Fine Lines|Pregnancy|Wrinkles,,original,37,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Yaşlanma karşıtı faydalı bileşen,Beneficial anti-aging ingredient,neutral,,
