name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr
Amodimethicone,amodimethicone,1,0,0,0,0,0,0,Texture,,top1000,263,Silicone,Silikon,"amodimethicone, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Amyl Cinnamal,amylcinnamal,0,0,0,0,-1,0,0,,Sensitive,top1000,222,Fragrance Allergen,Koku Alerjeni,"amyl cinnamal, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Andrographis Paniculata Leaf Extract,andrographispaniculataleafextract,0,0,0,0,2,1,0,Redness|Impaired skin barrier,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Hint Ekinezya),"Güneydoğu Asya geleneksel tıbbında 'kral otu' olarak bilinen bitkinin yaprak ekstresi; güçlü anti-inflamatuar ve antioksidan özellikler taşır, cildi çevresel strese karşı korur ve yatıştırıcı etki gösterir.",neutral,,neutral,,neutral,,neutral,,beneficial,Güneydoğu Asya geleneksel tıbbında 'kral otu' olarak bilinen bitkinin yaprak ekstresi; güçlü anti-inflamatuar ve antioks,neutral,,neutral,
Anethole,anethole,0,0,0,0,0,0,0,,,top1000,67,Skincare Ingredient,Cilt Bakım Bileşeni,"anethole, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Anhydroxylitol,anhydroxylitol,0,0,0,0,0,0,0,,,top1000,55,Skincare Ingredient,Cilt Bakım Bileşeni,"anhydroxylitol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Anise Alcohol,anisealcohol,0,0,0,0,-1,0,0,,Sensitive,top1000,53,Fragrance Allergen,Koku Alerjeni,"anise alcohol, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Anthemis Nobilis (Chamomile) Flower Extract,anthemisnobilischamomileflowerextract,1,0,0,0,2,0,0,Redness|Impaired skin barrier,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Roma Papatyası),"Roma papatyası çiçeğinden elde edilen yatıştırıcı ekstrakt; bisabolol ve apigenin bileşenleriyle cildi sakinleştirir, kızarıklığı azaltır ve anti-inflamatuar etki gösterir.",neutral,,neutral,,neutral,,neutral,,beneficial,"Roma papatyası çiçeğinden elde edilen yatıştırıcı ekstrakt; bisabolol ve apigenin bileşenleriyle cildi sakinleştirir, kı",neutral,,neutral,
Anthocyanins,anthocyanins,0,0,0,1,0,1,0,Radiance,,manual_v2,0,Antioxidant,Antioksidan (Antosiyanin),"Mor-kırmızı meyve ve sebzelerde bulunan güçlü flavonoid pigmentler; antioksidan kapasitesi C vitamininden yüksektir, serbest radikalleri nötralize eder ve cildi çevresel hasara karşı korur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Aphloia Theiformis Leaf Extract,aphloiatheiformisleafextract,0,0,0,1,1,1,0,Radiance|Impaired skin barrier,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Fandamane),"Madagaskar'a özgü Fandamane bitkisinden elde edilen nadir ekstrakt; güçlü antioksidan ve antimikrobiyal özellikler taşır, cildi çevresel kirlilik ve mavi ışık hasarına karşı korur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Aqua/Water/Eau,aquawatereau,0,0,0,0,0,0,0,,,manual_v2,31,Solvent,Çözücü,Kozmetik formülasyonların evrensel taşıyıcısı; tüm suda çözünür bileşenlerin çözünmesini sağlar ve ürünün cilde uygulanabilir kıvamda olmasına olanak tanır.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Arachidic Acid,arachidicacid,0,0,0,0,0,0,0,,,top1000,46,Skincare Ingredient,Cilt Bakım Bileşeni,"arachidic acid, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Arachidyl Alcohol,arachidylalcohol,0,0,0,0,0,0,0,,,top1000,62,Skincare Ingredient,Cilt Bakım Bileşeni,"arachidyl alcohol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Arachidyl Glucoside,arachidylglucoside,1,0,0,0,0,0,0,Anyone,,top1000,50,Surfactant,Yüzey Aktif Madde (Nazik),"arachidyl glucoside, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Argan Oil,arganoil,2,0,0,1,0,1,0,Dry and dehydrated skin|Fine Lines|Radiance,,manual_v2,0,Oil / Lipid,Bitkisel Yağ (Argan),"Fas argan ağacından elde edilen değerli yağ; E vitamini ve yağ asitleri bakımından çok zengin olup cildi besler, elastikiyeti artırır ve saç bakımında da yoğun olarak kullanılır.",beneficial,"Fas argan ağacından elde edilen değerli yağ; E vitamini ve yağ asitleri bakımından çok zengin olup cildi besler, elastik",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Argania Spinosa (Argan) Kernel Oil,arganiaspinosaargankerneloil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,39,Oil / Lipid,Bitkisel Yağ,"argania spinosa (argan) kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"argania spinosa (argan) kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, n",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Argania Spinosa Kernel Oil,arganiaspinosakerneloil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,325,Oil / Lipid,Bitkisel Yağ,"argania spinosa kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"argania spinosa kernel oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariy",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,
Arginine,arginine,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,244,Skincare Ingredient,Amino Asit / Protein,"arginine, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Artemisia Absinthium Extract,artemisiaabsinthiumextract,0,0,0,0,2,0,-1,Redness|Impaired skin barrier,Pregnancy,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Pelin Otu),"Pelin otu bitkisinden elde edilen ekstrakt; güçlü anti-inflamatuar ve antimikrobiyal özellikler taşır, cildi yatıştırır ve K-beauty formülasyonlarında hassas cilt bakımında sıkça tercih edilir.",neutral,,neutral,,neutral,,neutral,,beneficial,"Pelin otu bitkisinden elde edilen ekstrakt; güçlü anti-inflamatuar ve antimikrobiyal özellikler taşır, cildi yatıştırır ",neutral,,caution,"Hamilelikte önerilmez, doktora danışın"
Artemisia Capillaris Extract,artemisiacapillarisextract,0,1,0,0,2,0,0,Redness|Acne|Impaired skin barrier,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Yavşan Otu),"Geleneksel Doğu Asya tıbbında yüzyıllardır kullanılan yavşan otu ekstresi; güçlü anti-inflamatuar ve antioksidan özellikler taşır, hassas ve tahriş olmuş cildi yatıştırır, akne sonrası kızarıklığı azaltır.",neutral,,neutral,,neutral,,neutral,,beneficial,Geleneksel Doğu Asya tıbbında yüzyıllardır kullanılan yavşan otu ekstresi; güçlü anti-inflamatuar ve antioksidan özellik,neutral,,neutral,
Ascorbic Acid,ascorbicacid,1,1,1,2,-2,3,0,Pigmentation|Radiance|Fine Lines|Wrinkles,Sensitive|Impaired skin barrier,manual_v2,200,Vitamin C,C Vitamini (L-Askorbik Asit),"En etkili ve en çok araştırılmış C vitamini formu; güçlü antioksidan koruma sağlar, kolajen sentezini uyarır, hiperpigmentasyonu azaltır, ancak düşük pH'ı nedeniyle hassas ciltlerde tahriş yapabilir.",neutral,,neutral,,neutral,,beneficial,"En etkili ve en çok araştırılmış C vitamini formu; güçlü antioksidan koruma sağlar, kolajen sentezini uyarır, hiperpigme",caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",beneficial,"En etkili ve en çok araştırılmış C vitamini formu; güçlü antioksidan koruma sağlar, kolajen sentezini uyarır, hiperpigme",neutral,
Ascorbyl Glucoside,ascorbylglucoside,1,1,1,1,1,2,0,Pigmentation|Radiance|Fine Lines,,manual_v2,74,Vitamin C,C Vitamini (Stabil Form),"C vitamininin stabil ve suda çözünür formu; ciltte enzimler tarafından aktif askorbik asite dönüşür, daha nazik etki profili sayesinde hassas ciltler dahil geniş kullanım alanına sahiptir.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"C vitamininin stabil ve suda çözünür formu; ciltte enzimler tarafından aktif askorbik asite dönüşür, daha nazik etki pro",neutral,
Ascorbyl Palmitate,ascorbylpalmitate,1,0,0,0,0,0,0,Texture,,top1000,309,Emollient,Yumuşatıcı Ester,"ascorbyl palmitate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Asparagopsis Armata Extract,asparagopsisarmataextract,0,2,1,0,0,0,0,Acne|Enlarged Pores|Oily,,manual_v2,0,Botanical Extract,Deniz Yosunu Ekstrakt (Kırmızı Alg),"Kırmızı deniz yosunu türünden elde edilen antimikrobiyal ekstrakt; cildin mikrobiyomunu dengeler, gözenek sıkılaştırıcı etki gösterir ve yağ üretimini düzenlemeye yardımcı olur.",neutral,,beneficial,"Kırmızı deniz yosunu türünden elde edilen antimikrobiyal ekstrakt; cildin mikrobiyomunu dengeler, gözenek sıkılaştırıcı ",neutral,,neutral,,neutral,,neutral,,neutral,
Aspartic Acid,asparticacid,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,33,Skincare Ingredient,Amino Asit / Protein,"aspartic acid, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Astrocaryum Murumuru Seed Butter,astrocaryummurumuruseedbutter,2,0,0,0,1,1,0,,,top1000,27,Skincare Ingredient,Cilt Bakım Bileşeni,"astrocaryum murumuru seed butter, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",beneficial,Kuru cilt için faydalı bileşen,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Avena Sativa (Oat) Kernel Extract,avenasativaoatkernelextract,2,0,0,0,3,0,0,Redness|Impaired skin barrier|Dry and dehydrated skin,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Yulaf),"Yulaf tanesinden elde edilen ekstrakt; avenanthramide bileşeniyle güçlü anti-inflamatuar etki gösterir, kaşıntıyı azaltır, hassas ve atopik cildi yatıştırır, FDA onaylı cilt koruyucudur.",beneficial,"Yulaf tanesinden elde edilen ekstrakt; avenanthramide bileşeniyle güçlü anti-inflamatuar etki gösterir, kaşıntıyı azaltı",neutral,,neutral,,neutral,,beneficial,"Yulaf tanesinden elde edilen ekstrakt; avenanthramide bileşeniyle güçlü anti-inflamatuar etki gösterir, kaşıntıyı azaltı",neutral,,neutral,
Avena Sativa (Oat) Kernel Flour,avenasativaoatkernelflour,0,0,0,0,0,0,0,,,top1000,34,Skincare Ingredient,Cilt Bakım Bileşeni,"avena sativa (oat) kernel flour, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Avena Sativa Kernel Extract,avenasativakernelextract,1,0,0,0,0,0,0,,,top1000,34,Botanical Extract,Bitkisel Ekstrakt,"avena sativa kernel extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Avene Thermal Spring Water (Avene Aqua),avenethermalspringwateraveneaqua,1,0,0,0,2,0,0,Redness|Impaired skin barrier|Anyone,,manual_v2,0,Skincare Ingredient,Termal Su,"Fransa'nın Avène bölgesinden çıkan termal kaynak suyu; zengin mineral ve iz element içeriğiyle cildi yatıştırır, kızarıklığı azaltır ve hassas cilt bariyerini destekler, dermatolojik çalışmalarla etkinliği kanıtlanmıştır.",neutral,,neutral,,neutral,,neutral,,beneficial,"Fransa'nın Avène bölgesinden çıkan termal kaynak suyu; zengin mineral ve iz element içeriğiyle cildi yatıştırır, kızarık",neutral,,neutral,
Azelaic Acid,azelaicacid,0,3,2,1,1,1,0,Acne|Redness|Pigmentation|Texture,,manual_v2,0,Acid,Azelaik Asit,"Tahıllardan elde edilen çok fonksiyonlu dikarboksilik asit; anti-bakteriyel, anti-inflamatuar ve melanin üretimini düzenleyici etkileriyle akne, rozasea ve hiperpigmentasyon tedavisinde kullanılır.",neutral,,beneficial,"Tahıllardan elde edilen çok fonksiyonlu dikarboksilik asit; anti-bakteriyel, anti-inflamatuar ve melanin üretimini düzen",beneficial,"Tahıllardan elde edilen çok fonksiyonlu dikarboksilik asit; anti-bakteriyel, anti-inflamatuar ve melanin üretimini düzen",neutral,,neutral,,neutral,,neutral,
Azurants Optiques,azurantsoptiques,0,0,0,0,0,0,0,,,top1000,28,Skincare Ingredient,Cilt Bakım Bileşeni,"azurants optiques, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
BIS-PEG-18 Methyl Ether Dimethyl Silane,bispeg18methyletherdimethylsilane,0,0,0,0,0,0,0,Texture,,manual_v2,0,Silicone,Silikon (Hibrit),"PEG modifiye hibrit silikon; formülasyonun yayılabilirliğini artırır, ciltte ipeksi ve hafif bir his bırakır, su bazlı ve yağ bazlı fazları bağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Bakuchiol,bakuchiol,1,1,1,1,2,3,0,Fine Lines|Wrinkles|Pigmentation|Redness,,manual_v2,0,Retinoid,Bitkisel Retinol Alternatifi,Babchi bitkisinden elde edilen doğal bileşen; retinole benzer anti-aging etki gösterdiği klinik çalışmalarla desteklenmiş olup tahriş riski olmadan kırışıklık ve leke görünümünü azaltır.,neutral,,neutral,,neutral,,neutral,,beneficial,Babchi bitkisinden elde edilen doğal bileşen; retinole benzer anti-aging etki gösterdiği klinik çalışmalarla desteklenmi,beneficial,Babchi bitkisinden elde edilen doğal bileşen; retinole benzer anti-aging etki gösterdiği klinik çalışmalarla desteklenmi,neutral,
Bambusa Vulgaris Extract,bambusavulgarisextract,1,0,0,0,0,1,0,Elasticity|Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Bambu),"Bambu bitkisinden elde edilen silika ve mineral bakımından zengin ekstrakt; cildi sıkılaştırıcı ve antioksidan etki gösterir, nem bariyerini destekler ve cildin elastikiyetini artırmaya yardımcı olur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Beeswax,beeswax,1,0,0,0,0,0,0,,,top1000,67,Skincare Ingredient,Cilt Bakım Bileşeni,"beeswax, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Behentrimonium Chloride,behentrimoniumchloride,0,0,0,0,0,0,0,,,top1000,344,Skincare Ingredient,Cilt Bakım Bileşeni,"behentrimonium chloride, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Behentrimonium Methosulfate,behentrimoniummethosulfate,0,0,0,0,0,0,0,,,top1000,79,Skincare Ingredient,Cilt Bakım Bileşeni,"behentrimonium methosulfate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Behenyl Alcohol,behenylalcohol,1,0,0,0,0,0,0,,,manual_v2,208,Emollient,Yağlı Alkol (Yumuşatıcı),"Bitkisel kaynaklı uzun zincirli yağlı alkol; formülasyona zengin ve kremsi bir kıvam kazandırır, ciltte koruyucu ve yumuşatıcı etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Bentonite,bentonite,0,1,0,0,0,0,0,,,top1000,73,Mineral,Mineral,"bentonite, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Benzalkonium Chloride,benzalkoniumchloride,0,0,0,0,0,0,0,,,top1000,35,Skincare Ingredient,Cilt Bakım Bileşeni,"benzalkonium chloride, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Benzoic Acid,benzoicacid,0,0,0,0,0,0,0,,,top1000,628,Skincare Ingredient,Cilt Bakım Bileşeni,"benzoic acid, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Benzophenone-1,benzophenone1,0,0,0,0,0,0,0,,,top1000,28,Skincare Ingredient,Cilt Bakım Bileşeni,"benzophenone-1, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Benzophenone-3,benzophenone3,0,0,0,0,0,0,0,,,top1000,45,Skincare Ingredient,Cilt Bakım Bileşeni,"benzophenone-3, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Benzophenone-4,benzophenone4,0,0,0,0,0,0,0,,,top1000,163,Skincare Ingredient,Cilt Bakım Bileşeni,"benzophenone-4, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Benzotriazolyl Dodecyl P-Cresol,benzotriazolyldodecylpcresol,0,0,0,0,0,0,0,,,top1000,37,Skincare Ingredient,Cilt Bakım Bileşeni,"benzotriazolyl dodecyl p-cresol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Benzoyl Peroxide,benzoylperoxide,-2,3,1,0,-2,0,-1,Acne|Blackheads,Sensitive|Dry Dehydrated|Impaired skin barrier|Pregnancy,manual_v2,0,Skincare Ingredient,Akne Tedavisi,"Güçlü antibakteriyel akne ilacı; akneye neden olan P. acnes bakterilerini öldürür ve gözeneklerdeki tıkanıklığı açar, ancak ciddi kuruluk, soyulma ve hassas ciltte yoğun tahriş yapabilir.",caution,"Kurutucu etki yapabilir, nemlendiriciyle birlikte kullanılmalı",beneficial,"Güçlü antibakteriyel akne ilacı; akneye neden olan P. acnes bakterilerini öldürür ve gözeneklerdeki tıkanıklığı açar, an",neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın"
